Names,,,,Hours,Minutes,Seconds,RA,Sign,Degrees,Minutes,Seconds,Dec,,Abs. Mag,Distance   (parsecs),App. Mag,Star Class,,,,,,Lat Conversion,Lon Conversion,,Latitude,Longitude
RS 1234-340-2-22-105,,,,23,8,16.03,23.13778611,-1,-76,33,25.11,-76.556975,,-2.36,394.84,5.622105716,O9.6 V,,,,,,76.556975,167.0667917,,76.556975,167.0667917
RS 1234-340-2-22-86,,,,23,8,27.47,23.14096389,-1,-78,15,45.26,-78.26257222,,-2.61,575.62,6.190679376,O9.3 V,,,,,,78.26257222,167.1144583,,78.26257222,167.1144583
RS 1234-340-2-18-98,,,,23,18,44.52,23.31236667,-1,-79,40,43.64,-79.67878889,,-3.06,633.93,5.950206524,O8.7 V,,,,,,79.67878889,169.6855,,79.67878889,169.6855
RS 1234-340-1-2-16,,,,23,52,4.48,23.86791111,-1,-77,9,10.2,-77.15283333,,-3.81,1058.97,6.314418285,O7.8 V,,,,,,77.15283333,178.0186667,,77.15283333,178.0186667
RS 1234-340-2-22-108,,,,23,37,30.79,23.62521944,-1,-72,16,34.3,-72.27619444,,-2.34,347.05,5.361960244,O9.6 V,,,,,,72.27619444,174.3782917,,72.27619444,174.3782917
RS 1234-340-2-22-92,,,,0,0,5.77,0.001602778,-1,-70,55,38.02,-70.92722778,,-2.61,395.44,5.375402987,O9.3 V,,,,,,70.92722778,-179.9759583,,70.92722778,-179.9759583
RS 1234-340-2-22-4,,,,0,31,47.29,0.529802778,-1,-73,34,46.7,-73.57963889,,-3,498.94,5.490241614,O8.8 V,,,,,,73.57963889,-172.0529583,,73.57963889,-172.0529583
RS 1234-340-1-2-2,,,,0,43,25.78,0.723827778,-1,-71,25,11.86,-71.41996111,,-3.82,492.99,4.64419055,O7.8 V,,,,,,71.41996111,-169.1425833,,71.41996111,-169.1425833
RS 1234-340-1-2-8,,,,1,2,55.24,1.048677778,-1,-75,47,32.43,-75.79234167,,-3.46,411.55,4.61211303,O8.2 V,,,,,,75.79234167,-164.2698333,,75.79234167,-164.2698333
RS 1234-340-2-22-83,,,,1,14,56.21,1.248947222,-1,-75,16,18.78,-75.27188333,,-3.32,357.31,4.445225855,O8.4 V,,,,,,75.27188333,-161.2657917,,75.27188333,-161.2657917
RS 1234-340-2-22-80,,,,1,43,20.43,1.722341667,-1,-75,33,33.92,-75.55942222,,-2.63,521.87,5.95781166,O9.3 V,,,,,,75.55942222,-154.164875,,75.55942222,-154.164875
RS 1234-340-1-2-55,,,,2,5,5.42,2.084838889,-1,-74,34,3.66,-74.56768333,,-3.77,368.8,4.063954562,O7.9 V,,,,,,74.56768333,-148.7274167,,74.56768333,-148.7274167
RS 1234-340-1-2-48,,,,2,31,16.84,2.521344444,-1,-76,9,30.57,-76.15849167,,-4.67,903.64,5.109977234,O6.7 V,,,,,,76.15849167,-142.1798333,,76.15849167,-142.1798333
RS 1234-340-2-18-38,,,,2,45,44.31,2.762308333,-1,-78,16,54.21,-78.281725,,-3.29,640.34,5.742053158,O8.5 V,,,,,,78.281725,-138.565375,,78.281725,-138.565375
RS 1234-285-2-31-16,,,,2,34,15.63,2.571008333,-1,-72,13,22.18,-72.22282778,,-2.26,387.98,5.684046694,O9.7 V,,,,,,72.22282778,-141.434875,,72.22282778,-141.434875
RS 1234-285-1-3-63,,,,2,41,32.24,2.692288889,-1,-72,2,32.58,-72.04238333,,-4.57,815.64,4.98749258,O6.9 V,,,,,,72.04238333,-139.6156667,,72.04238333,-139.6156667
RS 1234-340-1-2-20,,,,2,52,33.69,2.876025,-1,-74,2,17.94,-74.03831667,,-3.6,394.45,4.379959802,O8.1 V,,,,,,74.03831667,-136.859625,,74.03831667,-136.859625
RS 1234-336-1-6-47,,,,3,0,27.64,3.007677778,-1,-75,7,38.75,-75.12743056,,-5.18,1369.56,5.502905317,O6.1 V,,,,,,75.12743056,-134.8848333,,75.12743056,-134.8848333
RS 1234-281-1-7-54,,,,3,7,55.47,3.132075,-1,-73,52,28.2,-73.8745,,-4.67,1205.9,5.736556476,O6.7 V,,,,,,73.8745,-133.018875,,73.8745,-133.018875
RS 1234-336-1-6-16,,,,3,12,37.91,3.210530556,-1,-76,0,16.82,-76.00467222,,-4.65,1672.21,6.466454081,O6.8 V,,,,,,76.00467222,-131.8420417,,76.00467222,-131.8420417
RS 1234-285-0-0-43,,,,3,3,49.18,3.063661111,-1,-70,48,0.12,-70.80003333,,-5.53,892.23,4.222384109,O5.7 V,,,,,,70.80003333,-134.0450833,,70.80003333,-134.0450833
RS 1234-281-1-7-46,,,,3,20,10.22,3.336172222,-1,-70,50,21.64,-70.83934444,,-5.3,1941.2,6.140351413,O5.9 V,,,,,,70.83934444,-129.9574167,,70.83934444,-129.9574167
RS 1234-285-2-31-0,,,,3,55,24.88,3.923577778,-1,-75,16,0.25,-75.26673611,,-2.74,364.33,5.067474669,O9.1 V,,,,,,75.26673611,-121.1463333,,75.26673611,-121.1463333
RS 1234-336-1-6-18,,,,3,56,56.55,3.949041667,-1,-78,21,52.45,-78.36456944,,-4.24,1326.56,6.373634489,O7.3 V,,,,,,78.36456944,-120.764375,,78.36456944,-120.764375
RS 1234-340-1-2-70,,,,3,50,23.13,3.839758333,-1,-79,41,23.54,-79.68987222,,-5.18,957,4.724559689,O6.1 V,,,,,,79.68987222,-122.403625,,79.68987222,-122.403625
RS 1234-340-2-18-51,,,,4,0,43.62,4.012116667,-1,-77,8,26.27,-77.14063056,,-3.3,686.14,5.882063691,O8.4 V,,,,,,77.14063056,-119.81825,,77.14063056,-119.81825
RS 1234-285-1-3-20,,,,4,16,1.41,4.267058333,-1,-75,57,28.49,-75.95791389,,-4.32,909.12,5.47310606,O7.2 V,,,,,,75.95791389,-115.994125,,75.95791389,-115.994125
RS 1234-285-2-31-91,,,,4,24,39.93,4.411091667,-1,-75,19,15.16,-75.32087778,,-2.4,473.19,5.97517779,O9.6 V,,,,,,75.32087778,-113.833625,,75.32087778,-113.833625
RS 1234-336-1-6-42,,,,4,17,52.55,4.297930556,-1,-76,50,50.56,-76.84737778,,-5.18,2098.79,6.429844931,O6.1 V,,,,,,76.84737778,-115.5310417,,76.84737778,-115.5310417
RS 1234-336-1-6-14,,,,4,21,54.24,4.365066667,-1,-76,41,25.74,-76.69048333,,-5.03,1416.9,5.726696001,O6.3 V,,,,,,76.69048333,-114.524,,76.69048333,-114.524
RS 1234-336-1-6-6,,,,4,21,13.08,4.353633333,-1,-76,42,12.3,-76.70341667,,-4.54,1282.25,5.999863539,O6.9 V,,,,,,76.70341667,-114.6955,,76.70341667,-114.6955
RS 1234-340-1-2-31,,,,4,51,36.24,4.860066667,-1,-79,0,16.03,-79.00445278,,-3.67,864.14,6.012920543,O8 V,,,,,,79.00445278,-107.099,,79.00445278,-107.099
RS 1234-336-1-6-21,,,,5,0,12.24,5.0034,-1,-79,21,31.18,-79.35866111,,-4.74,1598.69,6.278821292,O6.6 V,,,,,,79.35866111,-104.949,,79.35866111,-104.949
RS 1234-281-1-7-16,,,,4,51,4.72,4.851311111,-1,-75,15,4.76,-75.25132222,,-4.59,1392.92,6.129630871,O6.8 V,,,,,,75.25132222,-107.2303333,,75.25132222,-107.2303333
RS 1234-285-1-3-36,,,,4,47,9.91,4.786086111,-1,-74,57,53.06,-74.96473889,,-3.8,469.05,4.556095701,O7.8 V,,,,,,74.96473889,-108.2087083,,74.96473889,-108.2087083
RS 1234-281-1-7-55,,,,4,47,12.83,4.786897222,-1,-74,57,34.88,-74.95968889,,-5.22,1860.59,6.128253412,O6 V,,,,,,74.95968889,-108.1965417,,74.95968889,-108.1965417
RS 1234-285-2-31-114,,,,4,33,39.05,4.560847222,-1,-72,22,7.91,-72.36886389,,-2.69,305.63,4.735979907,O9.2 V,,,,,,72.36886389,-111.5872917,,72.36886389,-111.5872917
RS 1234-285-1-3-5,,,,4,42,23.09,4.706413889,-1,-71,36,44.61,-71.61239167,,-3.55,888.98,6.194459952,O8.1 V,,,,,,71.61239167,-109.4037917,,71.61239167,-109.4037917
RS 1234-285-1-3-60,,,,4,41,32.78,4.692438889,-1,-70,41,52.14,-70.69781667,,-5.31,567.56,3.4600589,O5.9 V,,,,,,70.69781667,-109.6134167,,70.69781667,-109.6134167
RS 1234-281-1-7-1,,,,5,27,20.5,5.455694444,-1,-75,35,40.92,-75.5947,,-4.93,1398.43,5.798203661,O6.4 V,,,,,,75.5947,-98.16458333,,75.5947,-98.16458333
RS 1234-336-1-6-10,,,,5,57,29.58,5.958216667,-1,-76,45,30.19,-76.75838611,,-4.98,1422.38,5.785078185,O6.3 V,,,,,,76.75838611,-90.62675,,76.75838611,-90.62675
RS 1234-285-1-3-25,,,,5,47,26.16,5.7906,-1,-71,20,58.38,-71.34955,,-4.36,622.48,4.610627012,O7.1 V,,,,,,71.34955,-93.141,,71.34955,-93.141
RS 1234-285-1-3-49,,,,5,48,44.85,5.812458333,-1,-70,33,22.95,-70.556375,,-3.52,616.84,5.430862642,O8.2 V,,,,,,70.556375,-92.813125,,70.556375,-92.813125
RS 1234-281-1-7-37,,,,5,56,39.78,5.944383333,-1,-71,3,4.99,-71.05138611,,-4.25,1193.4,6.133930168,O7.3 V,,,,,,71.05138611,-90.83425,,71.05138611,-90.83425
RS 1234-281-0-0-80,,,,6,50,14.61,6.837391667,-1,-75,37,46.24,-75.62951111,,-7.09,1798.18,4.184165815,O3.7 V,,,,,,75.62951111,-77.439125,,75.62951111,-77.439125
RS 1234-340-1-2-49,,,,6,0,9.72,6.0027,-1,-76,46,6.95,-76.76859722,,-5.18,733.28,4.1463492,O6.1 V,,,,,,76.76859722,-89.9595,,76.76859722,-89.9595
RS 1234-285-2-31-78,,,,6,4,37.6,6.077111111,-1,-76,0,35.48,-76.00985556,,-3,463.14,5.328561457,O8.8 V,,,,,,76.00985556,-88.84333333,,76.00985556,-88.84333333
RS 1234-281-1-7-78,,,,6,17,36.16,6.293377778,-1,-74,4,46,-74.07944444,,-4.99,1475.68,5.854960956,O6.3 V,,,,,,74.07944444,-85.59933333,,74.07944444,-85.59933333
RS 1234-340-1-2-58,,,,6,30,30.22,6.508394444,-1,-79,42,5.98,-79.70166111,,-3.79,1088.38,6.393902763,O7.8 V,,,,,,79.70166111,-82.37408333,,79.70166111,-82.37408333
RS 1234-340-2-22-13,,,,6,54,57.72,6.916033333,-1,-76,40,17.99,-76.67166389,,-2.44,526.54,6.167156846,O9.5 V,,,,,,76.67166389,-76.2595,,76.67166389,-76.2595
RS 1234-285-1-3-14,,,,6,29,30.03,6.491675,-1,-73,44,43.21,-73.74533611,,-4.45,877.68,5.26668101,O7 V,,,,,,73.74533611,-82.624875,,73.74533611,-82.624875
RS 1234-281-1-7-12,,,,6,28,50.05,6.480569444,-1,-71,27,58.5,-71.46625,,-5.29,1873.54,6.073314848,O6 V,,,,,,71.46625,-82.79145833,,71.46625,-82.79145833
RS 1234-285-1-3-56,,,,6,37,58.46,6.632905556,-1,-73,18,48.39,-73.31344167,,-4.8,854.81,4.859347971,O6.6 V,,,,,,73.31344167,-80.50641667,,73.31344167,-80.50641667
RS 1234-285-2-31-136,,,,6,39,0.89,6.650247222,-1,-71,55,12.69,-71.92019167,,-2.73,586.94,6.112968539,O9.2 V,,,,,,71.92019167,-80.24629167,,71.92019167,-80.24629167
RS 1234-285-2-31-79,,,,6,31,2.64,6.5174,-1,-70,15,44.72,-70.26242222,,-3.22,285.82,4.060463074,O8.5 V,,,,,,70.26242222,-82.239,,70.26242222,-82.239
RS 1234-285-2-31-70,,,,6,44,54.33,6.748425,-1,-72,43,54.05,-72.73168056,,-2.37,461.13,5.949116886,O9.6 V,,,,,,72.73168056,-78.773625,,72.73168056,-78.773625
RS 1234-340-1-2-56,,,,7,36,35.2,7.609777778,-1,-77,31,23.24,-77.52312222,,-4,1078.35,6.163798713,O7.6 V,,,,,,77.52312222,-65.85333333,,77.52312222,-65.85333333
RS 1234-340-2-22-75,,,,7,45,8.57,7.752380556,-1,-74,24,40.67,-74.41129722,,-2.48,488.96,5.966366663,O9.5 V,,,,,,74.41129722,-63.71429167,,74.41129722,-63.71429167
RS 1234-281-1-7-61,,,,7,38,49.33,7.647036111,-1,-72,0,19.95,-72.00554167,,-4.47,1361.84,6.200630431,O7 V,,,,,,72.00554167,-65.29445833,,72.00554167,-65.29445833
RS 1234-285-2-29-70,,,,7,34,14.26,7.570627778,-1,-72,0,10.73,-72.00298056,,-3.11,493.71,5.357359619,O8.7 V,,,,,,72.00298056,-66.44058333,,72.00298056,-66.44058333
RS 1234-285-2-31-116,,,,7,4,59.87,7.083297222,-1,-70,23,2.96,-70.38415556,,-3.17,476,5.218034764,O8.6 V,,,,,,70.38415556,-73.75054167,,70.38415556,-73.75054167
RS 1234-285-2-29-21,,,,7,19,57.13,7.332536111,-1,-71,23,35.75,-71.39326389,,-3.29,591.14,5.568451736,O8.5 V,,,,,,71.39326389,-70.01195833,,71.39326389,-70.01195833
RS 1234-340-2-22-32,,,,21,15,44.35,21.26231944,-1,-69,3,50.15,-69.06393056,,-2.95,421.93,5.176202028,O8.9 V,,,,,,69.06393056,138.9347917,,69.06393056,138.9347917
RS 1234-340-2-22-140,,,,21,46,53.69,21.78158056,-1,-65,11,1.96,-65.18387778,,-2.36,381.38,5.546789572,O9.6 V,,,,,,65.18387778,146.7237083,,65.18387778,146.7237083
RS 1234-340-2-22-41,,,,15,22,18.07,15.37168611,-1,-65,5,36.61,-65.09350278,,-2.35,485.13,6.079290659,O9.6 V,,,,,,65.09350278,50.57529167,,65.09350278,50.57529167
RS 1234-340-1-2-32,,,,14,6,51.65,14.11434722,-1,-68,2,8.89,-68.03580278,,-3.77,465.28,4.568571924,O7.9 V,,,,,,68.03580278,31.71520833,,68.03580278,31.71520833
RS 1234-340-1-2-7,,,,13,55,33.77,13.92604722,-1,-64,55,57.18,-64.93255,,-4.44,440.45,3.779483072,O7 V,,,,,,64.93255,28.89070833,,64.93255,28.89070833
RS 1234-340-2-20-65,,,,13,18,13.8,13.30383333,-1,-69,19,48.7,-69.33019444,,-3.14,408.6,4.916491811,O8.6 V,,,,,,69.33019444,19.5575,,69.33019444,19.5575
RS 1234-340-2-20-120,,,,13,24,22.83,13.40634167,-1,-61,51,25.87,-61.85718611,,-2.7,668.79,6.426448854,O9.2 V,,,,,,61.85718611,21.095125,,61.85718611,21.095125
RS 1234-340-2-20-28,,,,13,14,54.09,13.24835833,-1,-63,44,3.96,-63.73443333,,-3.01,730.21,6.307238881,O8.8 V,,,,,,63.73443333,18.725375,,63.73443333,18.725375
RS 1234-340-0-0-43,,,,13,2,24.24,13.04006667,-1,-66,13,19.11,-66.221975,,-7.36,561.62,1.387212826,O3.4 V,,,,,,66.221975,15.601,,66.221975,15.601
RS 1234-340-2-22-122,,,,13,7,34.49,13.12624722,-1,-67,22,34.26,-67.37618333,,-2.1,308.78,5.348245814,O9.9 V,,,,,,67.37618333,16.89370833,,67.37618333,16.89370833
RS 1234-340-0-0-51,,,,12,2,42.47,12.04513056,-1,-65,51,25.8,-65.85716667,,-7.43,1384.04,3.275743209,O3.3 V,,,,,,65.85716667,0.676958333,,65.85716667,0.676958333
RS 1234-340-2-20-33,,,,11,20,1.24,11.33367778,-1,-67,53,53.22,-67.89811667,,-2.54,522.34,6.049766424,O9.4 V,,,,,,67.89811667,-9.994833333,,67.89811667,-9.994833333
RS 1234-340-2-20-63,,,,11,46,57.91,11.78275278,-1,-66,31,14.63,-66.52073056,,-2.62,544.23,6.05891239,O9.3 V,,,,,,66.52073056,-3.258708333,,66.52073056,-3.258708333
RS 1234-340-1-2-34,,,,11,20,14.53,11.33736944,-1,-64,21,8.65,-64.35240278,,-5,871.99,4.702557522,O6.3 V,,,,,,64.35240278,-9.939458333,,64.35240278,-9.939458333
RS 1234-340-1-2-39,,,,11,27,51.7,11.46436111,-1,-64,4,0.3,-64.06675,,-4.98,1214,5.441093434,O6.3 V,,,,,,64.06675,-8.034583333,,64.06675,-8.034583333
RS 1234-340-2-20-18,,,,11,40,53.27,11.68146389,-1,-61,25,39.82,-61.42772778,,-2.48,372.09,5.373239992,O9.5 V,,,,,,61.42772778,-4.778041667,,61.42772778,-4.778041667
RS 1234-340-0-0-58,,,,11,22,39.42,11.37761667,-1,-60,36,15.7,-60.60436111,,-6.57,529.41,2.048960702,O4.4 V,,,,,,60.60436111,-9.33575,,60.60436111,-9.33575
RS 1234-340-2-20-79,,,,11,2,18.27,11.03840833,-1,-62,18,45.07,-62.31251944,,-2.86,628.69,6.132182762,O9 V,,,,,,62.31251944,-14.423875,,62.31251944,-14.423875
RS 1234-340-2-20-27,,,,10,42,59.04,10.7164,-1,-62,43,17.06,-62.72140556,,-3.05,601.26,5.845311563,O8.8 V,,,,,,62.72140556,-19.254,,62.72140556,-19.254
RS 1234-340-2-20-72,,,,10,30,55.46,10.51540556,-1,-60,31,49.75,-60.53048611,,-3.21,319.45,4.312014462,O8.6 V,,,,,,60.53048611,-22.26891667,,60.53048611,-22.26891667
RS 1234-340-1-2-5,,,,10,20,22.44,10.33956667,-1,-62,27,4.32,-62.4512,,-3.52,518.27,5.052780352,O8.2 V,,,,,,62.4512,-24.9065,,62.4512,-24.9065
RS 1234-340-2-20-91,,,,10,4,50.08,10.08057778,-1,-64,24,31.56,-64.40876667,,-2.23,430.2,5.93835203,O9.8 V,,,,,,64.40876667,-28.79133333,,64.40876667,-28.79133333
RS 1234-340-2-20-80,,,,10,24,44.91,10.412475,-1,-66,32,38.04,-66.5439,,-3.13,676.96,6.02281504,O8.7 V,,,,,,66.5439,-23.812875,,66.5439,-23.812875
RS 1234-340-2-20-98,,,,10,2,23.08,10.03974444,-1,-68,6,0.81,-68.100225,,-3.1,458.35,5.205986178,O8.7 V,,,,,,68.100225,-29.40383333,,68.100225,-29.40383333
RS 1234-340-2-20-43,,,,9,59,46.7,9.996305556,-1,-60,36,6.13,-60.60170278,,-2.83,529.13,5.787811927,O9 V,,,,,,60.60170278,-30.05541667,,60.60170278,-30.05541667
RS 1234-340-2-20-50,,,,9,50,10.5,9.83625,-1,-61,58,16.24,-61.97117778,,-2.69,514.62,5.867433302,O9.2 V,,,,,,61.97117778,-32.45625,,61.97117778,-32.45625
RS 1234-340-1-2-12,,,,9,59,32.48,9.992355556,-1,-62,46,22.32,-62.77286667,,-4.71,1246.58,5.768600774,O6.7 V,,,,,,62.77286667,-30.11466667,,62.77286667,-30.11466667
RS 1234-340-1-2-71,,,,9,48,54.01,9.815002778,-1,-65,48,39.04,-65.81084444,,-3.58,938.42,6.281986275,O8.1 V,,,,,,65.81084444,-32.77495833,,65.81084444,-32.77495833
RS 1234-340-1-2-6,,,,9,38,15.5,9.637638889,-1,-66,13,28.13,-66.22448056,,-5.26,889.3,4.485241462,O6 V,,,,,,66.22448056,-35.43541667,,66.22448056,-35.43541667
RS 1234-285-1-3-54,,,,9,20,59.21,9.349780556,-1,-61,47,12.47,-61.78679722,,-3.44,924.41,6.389323175,O8.3 V,,,,,,61.78679722,-39.75329167,,61.78679722,-39.75329167
RS 1234-285-2-29-64,,,,9,18,32.15,9.308930556,-1,-63,47,27.88,-63.79107778,,-2.47,374.48,5.397143141,O9.5 V,,,,,,63.79107778,-40.36604167,,63.79107778,-40.36604167
RS 1234-340-2-20-15,,,,9,19,45.01,9.329169444,-1,-65,52,15.02,-65.87083889,,-3.27,655.34,5.812333384,O8.5 V,,,,,,65.87083889,-40.06245833,,65.87083889,-40.06245833
RS 1234-285-1-3-15,,,,9,19,45.01,9.329169444,-1,-65,52,15.02,-65.87083889,,-3.91,993.88,6.076669757,O8.5 V,,,,,,65.87083889,-40.06245833,,65.87083889,-40.06245833
RS 1234-285-2-29-16,,,,9,1,2.5,9.017361111,-1,-62,40,58.15,-62.68281944,,-2.95,665.47,6.165642409,O8.9 V,,,,,,62.68281944,-44.73958333,,62.68281944,-44.73958333
RS 1234-281-1-7-14,,,,9,2,2.57,9.034047222,-1,-63,53,42.58,-63.89516111,,-4.3,1393.1,6.419911461,O7.2 V,,,,,,63.89516111,-44.48929167,,63.89516111,-44.48929167
RS 1234-281-1-7-74,,,,8,45,33.07,8.759186111,-1,-63,41,3.25,-63.68423611,,-5.24,1323.17,5.368078228,O6 V,,,,,,63.68423611,-48.61220833,,63.68423611,-48.61220833
RS 1234-281-1-7-9,,,,8,48,56.98,8.815827778,-1,-64,26,31.51,-64.44208611,,-4.91,1434.11,5.872912321,O6.4 V,,,,,,64.44208611,-47.76258333,,64.44208611,-47.76258333
RS 1234-285-1-3-37,,,,8,35,38.31,8.593975,-1,-64,4,33.91,-64.07608611,,-5.17,1136.83,5.108477629,O6.1 V,,,,,,64.07608611,-51.090375,,64.07608611,-51.090375
RS 1234-285-2-29-2,,,,8,24,14.1,8.403916667,-1,-62,49,18.81,-62.82189167,,-2.45,578.41,6.361178964,O9.5 V,,,,,,62.82189167,-53.94125,,62.82189167,-53.94125
RS 1234-285-2-29-15,,,,8,15,52.91,8.264697222,-1,-61,13,15.15,-61.220875,,-2.18,320.99,5.352457514,O9.8 V,,,,,,61.220875,-56.02954167,,61.220875,-56.02954167
RS 1234-285-1-3-11,,,,8,1,56.8,8.032444444,-1,-60,39,41.36,-60.66148889,,-5.06,1130.12,5.205622804,O6.2 V,,,,,,60.66148889,-59.51333333,,60.66148889,-59.51333333
RS 1234-285-2-29-111,,,,8,12,10.08,8.2028,-1,-64,13,3.64,-64.21767778,,-2.82,508.87,5.713034241,O9 V,,,,,,64.21767778,-56.958,,64.21767778,-56.958
RS 1234-285-2-29-45,,,,8,13,19.96,8.222211111,-1,-64,45,24.21,-64.756725,,-2.89,603.65,6.013926025,O9 V,,,,,,64.756725,-56.66683333,,64.756725,-56.66683333
RS 1234-285-2-29-99,,,,8,37,20.38,8.622327778,-1,-65,56,41.01,-65.944725,,-2.15,487.97,6.291965614,O9.9 V,,,,,,65.944725,-50.66508333,,65.944725,-50.66508333
RS 1234-285-2-29-117,,,,8,25,54.65,8.431847222,-1,-66,32,30.5,-66.54180556,,-2.97,595.39,5.90400768,O8.9 V,,,,,,66.54180556,-53.52229167,,66.54180556,-53.52229167
RS 1234-285-1-3-3,,,,8,32,32.9,8.542472222,-1,-67,27,47.22,-67.46311667,,-4.24,550.81,4.465009082,O7.3 V,,,,,,67.46311667,-51.86291667,,67.46311667,-51.86291667
RS 1234-285-2-29-52,,,,8,22,20.62,8.372394444,-1,-67,30,39.27,-67.51090833,,-3.03,538.88,5.627460327,O8.8 V,,,,,,67.51090833,-54.41408333,,67.51090833,-54.41408333
RS 1234-336-1-6-5,,,,9,0,59.09,9.016413889,-1,-68,24,21.54,-68.40598333,,-5.25,1309.02,5.33473141,O6 V,,,,,,68.40598333,-44.75379167,,68.40598333,-44.75379167
RS 1234-340-2-20-51,,,,8,45,25.76,8.757155556,-1,-69,2,40.24,-69.04451111,,-2.49,595.61,6.384809904,O9.5 V,,,,,,69.04451111,-48.64266667,,69.04451111,-48.64266667
RS 1234-285-2-29-87,,,,8,33,33.31,8.559252778,-1,-69,44,1.69,-69.73380278,,-2.52,557.22,6.21013348,O9.6 V,,,,,,69.73380278,-51.61120833,,69.73380278,-51.61120833
RS 1234-285-2-29-41,,,,7,36,23.88,7.606633333,-1,-60,43,17.96,-60.72165556,,-2.15,528.27,6.464279741,O9.9 V,,,,,,60.72165556,-65.9005,,60.72165556,-65.9005
RS 1234-285-1-3-7,,,,7,18,54.19,7.315052778,-1,-60,39,30.84,-60.65856667,,-4.32,805.99,5.211648268,O7.2 V,,,,,,60.65856667,-70.27420833,,60.65856667,-70.27420833
RS 1234-285-1-3-24,,,,7,29,9.88,7.486077778,-1,-61,53,42.74,-61.89520556,,-4.94,1060.26,5.187061886,O6.4 V,,,,,,61.89520556,-67.70883333,,61.89520556,-67.70883333
RS 1234-281-1-7-13,,,,7,29,36.51,7.493475,-1,-62,7,49.25,-62.13034722,,-4.98,1271.44,5.541479352,O6.3 V,,,,,,62.13034722,-67.597875,,62.13034722,-67.597875
RS 1234-285-1-3-39,,,,7,28,53.73,7.481591667,-1,-64,32,0.39,-64.53344167,,-3.46,465.3,4.878665263,O8.2 V,,,,,,64.53344167,-67.776125,,64.53344167,-67.776125
RS 1234-285-0-0-47,,,,7,23,58.42,7.399561111,-1,-66,55,3.8,-66.91772222,,-6.21,1017.76,3.828226891,O4.8 V,,,,,,66.91772222,-69.00658333,,66.91772222,-69.00658333
RS 1234-285-2-31-3,,,,7,1,25.5,7.02375,-1,-64,37,1.61,-64.61711389,,-2.59,465.54,5.749785011,O9.3 V,,,,,,64.61711389,-74.64375,,64.61711389,-74.64375
RS 1234-285-2-31-69,,,,6,46,39.13,6.777536111,-1,-64,34,30.86,-64.57523889,,-2.11,496.6,6.370033576,O9.9 V,,,,,,64.57523889,-78.33695833,,64.57523889,-78.33695833
RS 1234-285-2-31-35,,,,6,35,16.32,6.587866667,-1,-61,24,39.32,-61.41092222,,-2.72,445.41,5.523799816,O9.2 V,,,,,,61.41092222,-81.182,,61.41092222,-81.182
RS 1234-285-2-31-75,,,,6,5,59.04,6.099733333,-1,-63,57,2.6,-63.95072222,,-2.2,515.89,6.362785548,O9.8 V,,,,,,63.95072222,-88.504,,63.95072222,-88.504
RS 1234-285-2-31-15,,,,6,25,18.98,6.421938889,-1,-67,58,32.47,-67.97568611,,-2.96,382.33,4.952191884,O8.9 V,,,,,,67.97568611,-83.67091667,,67.97568611,-83.67091667
RS 1234-285-2-31-45,,,,6,11,9.6,6.186,-1,-67,39,45.13,-67.66253611,,-2.98,345.39,4.711548797,O8.8 V,,,,,,67.66253611,-87.21,,67.66253611,-87.21
RS 1234-285-2-31-131,,,,5,41,12.52,5.686811111,-1,-68,2,26.88,-68.0408,,-2.12,365.81,5.696277867,O9.9 V,,,,,,68.0408,-94.69783333,,68.0408,-94.69783333
RS 1234-285-1-3-28,,,,5,23,44.46,5.395683333,-1,-68,37,48.4,-68.63011111,,-4.14,497.83,4.345405322,O7.4 V,,,,,,68.63011111,-99.06475,,68.63011111,-99.06475
RS 1234-285-2-31-93,,,,4,41,1.44,4.683733333,-1,-67,7,50.31,-67.13064167,,-3.32,455.28,4.971392863,O8.4 V,,,,,,67.13064167,-109.744,,67.13064167,-109.744
RS 1234-285-1-3-59,,,,4,16,20.95,4.272486111,-1,-68,34,8.48,-68.56902222,,-4.38,802.86,5.143199105,O7.1 V,,,,,,68.56902222,-115.9127083,,68.56902222,-115.9127083
RS 1234-285-2-31-126,,,,4,19,47.35,4.329819444,-1,-69,44,23.05,-69.73973611,,-2.48,159.84,3.538427354,O9.5 V,,,,,,69.73973611,-115.0527083,,69.73973611,-115.0527083
RS 1234-285-1-3-61,,,,4,7,0.62,4.116838889,-1,-62,50,22.63,-62.83961944,,-4.82,517.94,3.751397262,O6.5 V,,,,,,62.83961944,-118.2474167,,62.83961944,-118.2474167
RS 1234-281-1-7-51,,,,2,53,38.08,2.893911111,-1,-60,34,10.8,-60.56966667,,-4.83,1728.38,6.358196161,O6.5 V,,,,,,60.56966667,-136.5913333,,60.56966667,-136.5913333
RS 1234-285-2-31-50,,,,3,38,59.32,3.649811111,-1,-65,47,50.81,-65.79744722,,-2.64,410.96,5.428997764,O9.3 V,,,,,,65.79744722,-125.2528333,,65.79744722,-125.2528333
RS 1234-285-2-27-39,,,,3,17,51.99,3.297775,-1,-67,22,4.31,-67.36786389,,-3.17,692.12,6.030906996,O8.6 V,,,,,,67.36786389,-130.533375,,67.36786389,-130.533375
RS 1234-285-2-31-100,,,,2,57,47.92,2.963311111,-1,-68,25,49.38,-68.43038333,,-3.08,279.41,4.151209727,O8.7 V,,,,,,68.43038333,-135.5503333,,68.43038333,-135.5503333
